opeid6,level,sector,hbcu,completion_rate_150,share_outstanding_ug_5,cdr3_wgtd,pct25_earn_wne_p10,est_fte,white_share,black_share,hisp_share,asian_share,aian_share,nhpi_share,twomore_share,nra_share,unkn_share
5273,Two-year,Public 2-year,0,.3682,1.16239894609639,.048211198,14800,2357,.8367,.0662,.0482,.0104,.0014,.0014,.0291,0,.0066
5276,Two-year,Public 2-year,0,.28510001,.9725092183409501,.056570999,20100,1678,.7851,.1056,.0257,.0087,.0064,.0005,.0211,.0138,.0331
5277,Two-year,Public 2-year,0,.27869999,.96769920884141,.053732801,20300,1434,.8883,.0128,.0231,.0067,.0158,.0012,.0243,.0067,.0213
5281,Two-year,Public 2-year,0,.90310001,0,0,13500,562,.8347,.0496,.0207,0,0,.0062,.0558,0,.0331
5282,Two-year,Public 2-year,0,.61290002,0,0,13800,362,.8799,.0661,.03,.003,0,.006,.012,0,.003
5283,Two-year,Public 2-year,0,.80049998,0,0,15100,386,.7778,.188,.0228,0,0,0,.0114,0,0
5291,Two-year,Public 2-year,0,.53899997,1.03485684638689,.089917801,20500,609,.9221999999999999,0,.0081,0,.0016,0,.0292,0,.0389
5294,Two-year,Public 2-year,0,.40880001,1.03896136559933,.029216001,21700,3497,.7546,.0717,.0878,.0267,.0037,.0014,.0249,.001,.0282
5301,Two-year,Public 2-year,0,.43349999,.97286926742917,.023328001,21900,5647,.7776,.0376,.0905,.0425,.0244,.0006,.0269,0,0
5304,Two-year,Public 2-year,0,.45969999,.97206501427428,.031003,21500,4149,.8561,.0203,.031,.0463,.0082,.0007,.0224,.0002,.0149
5306,Two-year,Public 2-year,0,.48249999,.9057559758606401,.015641499,21000,3655,.4606,.0968,.1081,.0417,.018,.009,.0608,.0023,.2027
5307,Two-year,Public 2-year,0,.80000001,0,0,9400,206,.8706,.0118,.0882,0,.0059,0,.0235,0,0
5309,Two-year,Public 2-year,0,.7101,.7658012147397,.059396401,23300,2044,.9100000000000001,.0085,.0208,.0107,.0245,.0027,.0005,.0032,.0192
5310,Two-year,Nonprofit 2-year,0,.6983,.78265100908443,.060444001,36300,578,.7776,.0461,.018,.016,.002,0,.0321,.1042,.004
5312,Less than two-year,Public less-than-2-year,0,.625,0,0,14300,252,.748,.0156,.082,.0098,.0371,0,.1074,0,0
5313,Two-year,Public 2-year,0,.1838,.92785411780893,.0291312,16100,1736,.8604000000000001,.0528,.0301,.0068,.0006,.0011,.0358,.0023,.0102
5316,Two-year,Public 2-year,0,.2484,.9491158205646399,0,14600,3574,.6183,.1728,.1462,.0346,.0126,.0097,0,.0059,0
5317,Two-year,Public 2-year,0,.1911,1.11802094552754,.14375161,14800,6173,.5405,.236,.1344,.0186,.005,.0023,.0283,.0113,.0235
5318,Two-year,Public 2-year,0,.26120001,1.05232184902734,.0149227,16800,3161,.6718999999999999,.0831,.1172,.0722,.0055,.0006,.0247,.01,.0148
5320,Two-year,Public 2-year,0,.2309,1.10849419686164,.032823998,14700,6386,.7097,.1217,.0924,.0122,.0068,.0025,.0325,0,.0222
5339,Two-year,Public 2-year,0,.5388,1.06616501166829,.0109622,16100,745,.0922,.0955,.2335,.0114,.0106,.0008,.022,0,.5339
5351,Two-year,Public 2-year,0,.81129998,0,0,13900,775,.9258999999999999,.0116,.0336,.0012,.0012,.0012,.0162,.0046,.0046
5352,Two-year,Public 2-year,0,.81550002,0,0,14500,179,.8666999999999999,.06,.02,0,0,0,.0467,0,.0067
5353,Two-year,Public 2-year,0,.74529999,0,0,14900,578,.8978999999999999,.0119,.0428,.0024,0,.0024,.0333,.0024,.0071
5354,Two-year,Public 2-year,0,.77810001,0,0,16700,543,.7026,.2302,.0288,.0048,.0024,.0024,.0168,0,.012
5356,Two-year,Public 2-year,0,.81900001,0,0,17700,412,.9976,0,.0024,0,0,0,0,0,0
5357,Two-year,Public 2-year,0,.62199998,0,0,11700,252,.9002,.0586,.0174,.0022,.0065,0,.0087,0,.0065
5358,Two-year,Public 2-year,0,.68419999,0,0,20000,305,.8972,.0374,.0421,.0093,.0047,0,.0047,0,.0047
5359,Two-year,Public 2-year,0,.69840002,1.04109763037866,0,15400,968,.5698,.295,.0946,.0191,.0023,.0034,.0146,0,.0011
5360,Two-year,Public 2-year,0,.6365,0,0,13600,975,.1731,.6959,.0533,.0155,.0022,.0022,.0078,0,.0499
5363,Two-year,Public 2-year,1,.1471,1.12181227657925,.2318334,10100,412,.0478,.9236,.0032,0,.0032,0,.0096,0,.0127
5372,Two-year,Public 2-year,0,.41010001,1.03013813586039,.0150259,16900,4112,.5874,.0274,.1251,.0558,.0084,.0053,.1174,.0113,.0619
5373,Four-year,Public 4-year,0,.38850001,.9356583166574201,.0121208,22200,2701,.5581,.03,.093,.1022,.0012,.0037,.0961,.0202,.0955
5378,Two-year,Public 2-year,0,.28889999,.98233317854209,0,14000,4109,.8862,.0308,.032,.0068,.0029,.0014,.0267,.0018,.0115
5379,Two-year,Public 2-year,0,.80580002,0,0,16400,498,.7945,.0525,.105,.0023,0,0,.0137,.0023,.0297
5380,Two-year,Public 2-year,0,.28569999,.9135659058118401,.054241199,20100,1504,.8434,.0127,.015,.0309,.0094,0,.0708,0,.0178
5384,Two-year,Public 2-year,0,.46669999,.83508339115259,.048802398,17400,693,.8498,.0081,.0314,.0058,.0652,.0012,.0384,0,0
5387,Two-year,Public 2-year,0,.3118,.94680020428348,.038203601,21900,2893,.8132,.0143,.0299,.0714,.0102,.0012,.0179,0,.0418
5389,Two-year,Public 2-year,0,.2757,1.0453592338189,.052522499,16100,3990,.6045,.1165,.203,.0101,.0028,.0004,.0394,.0019,.0214
5390,Two-year,Public 2-year,0,.4567,.92321788263898,.070601404,17400,1774,.7376,.0662,.1386,.0131,.0045,.0005,.0297,0,.0099
5424,Less than two-year,Public less-than-2-year,0,.9041,.99216552038939,.1916655,16300,91,1,0,0,0,0,0,0,0,0
5429,Two-year,Public 2-year,0,.89130002,.84958145532899,.106392,18600,144,.9074,.037,.037,0,0,0,.0185,0,0
5447,Two-year,Public 2-year,0,.41589999,0,0,13200,1780,.6732000000000001,.0501,.1026,.0098,.0086,0,.011,.0183,.1265
5448,Two-year,Public 2-year,0,.1453,1.12373826320743,.020489199,16500,3842,.3057,.3751,.189,.0517,.0051,.0012,.0301,.0044,.0378
5449,Two-year,Public 2-year,0,.35479999,0,0,12200,3309,.5511,.2036,.1586,.0099,.0073,.0013,.0322,.0118,.0243
5452,Two-year,For-profit 2-year,0,.99019998,.77723257955054,.1912697,25900,382,.2961,.1631,.4421,.0515,0,.0172,0,0,.03
5461,Two-year,Public 2-year,0,.42789999,1.03634144659097,.016070001,14700,809,.5609,.1704,.1132,.0199,.0025,.0037,.0299,0,.0995
5463,Two-year,Public 2-year,0,.23280001,0,0,15300,2803,.5245,.2053,.153,.0159,.0069,.0015,.0318,.032,.029
5464,Two-year,Public 2-year,0,.22750001,0,0,12300,2103,.3945000000000001,.2996,.0347,.0081,.1079,.0006,.018,.0068,.1297
5467,Two-year,Public 2-year,0,.4339,1.21169706143645,0,20800,2364,.6299,.2506,.0384,.0071,.0107,.0078,.0391,.0068,.0096
5498,Two-year,Public 2-year,0,.493,1.04500952331222,.048165001,17500,3392,.5532,.1413,.1706,.0399,.0099,.0019,.0418,.0148,.0266
5499,Two-year,Public 2-year,0,.67860001,.74491048643587,.0096047996,21000,464,.7157,.0468,.1271,.0134,.01,.0033,.0569,0,.0268
5500,Two-year,Public 2-year,0,.47139999,.9091180784692801,.0262472,25300,563,.7448,.0552,.1034,.0161,.023,.0023,.0414,.0046,.0092
5511,Two-year,Public 2-year,0,.60000002,0,0,13000,2197,.6681,.2508,.0494,.0073,.0043,0,.0153,.0037,.0012
5525,Two-year,Public 2-year,0,.21089999,.98709487983561,.035254799,20400,3722,.7849,.0824,.0359,.0216,.0036,.0017,.0359,.0082,.0258
5532,Two-year,Public 2-year,0,.85000002,.87866816590566,.0380973,16200,206,.8462,.1377,.0081,0,.004,.004,0,0,0
5533,Two-year,Public 2-year,0,.29350001,1.11294607317787,.054852899,17400,4509,.3228,.3458,.0873,.1788,.0045,.0008,.0536,.0015,.0049
5534,Two-year,Public 2-year,0,.31400001,.92481010313454,.0448092,25400,3131,.7064999999999999,.1645,.0586,.0121,.0032,.0008,.0428,.0034,.0081
5535,Two-year,Public 2-year,0,.2836,1.09307529613964,.023828,17900,820,.8276,.0492,.0506,.0178,.0055,.0041,.0315,.0014,.0123
5537,Two-year,Public 2-year,0,.2331,.99669545339052,.0542656,22100,2138,.7056,.1171,.1088,.0134,.003,.0004,.0364,.01,.0052
5541,Two-year,Public 2-year,0,.4465,.95580925365671,.042151,22400,3915,.739,.1191,.0514,.0241,.0125,.0008,.0421,.0068,.0043
5544,Two-year,Public 2-year,0,.61699998,.79496868652358,.020231601,24300,1783,.8865999999999999,.0118,.0538,.0066,.0022,.0007,.0309,.0007,.0066
5585,Less than two-year,Public less-than-2-year,0,.51590002,0,0,13900,726,.4382,.4662,.0515,.0074,.0044,.0015,.0309,0,0
5586,Two-year,Public 2-year,0,.54619998,0,0,13900,578,.1009,.599,.2912,0,.0026,0,.0064,0,0
5594,Two-year,Public 2-year,0,.68290001,1.12969898326201,0,14500,1152,.2046,.2821,.365,.0221,.0055,.0066,.0409,0,.073
5596,Less than two-year,Public less-than-2-year,0,.81239998,0,0,10800,4546,.5667,.0458,.2898,.017,.0111,.0036,.0213,.0207,.0241
5599,Two-year,Public 2-year,0,.40669999,1.05156321466385,0,14600,3300,.4024,.4799,.0473,.0119,.0028,.0018,.0328,.0023,.0188
5600,Two-year,Public 2-year,0,.40169999,0,0,16300,2895,.6393,.2036,.0785,.0177,.0043,.0016,.0094,.0107,.0348
5601,Two-year,Public 2-year,0,.39629999,1.17419307385057,.14004239,12600,2565,.2038,.755,.019,.0012,.0028,.0012,.0155,.0016,0
5605,Less than two-year,Public less-than-2-year,0,.56220001,0,0,13400,670,.6173,.1673,.1577,.025,.0019,.0019,.0288,0,0
5608,Less than two-year,Public less-than-2-year,0,.7586,0,0,14700,442,.5169,.152,.0169,.0101,.0169,0,.2872,0,0
5612,Two-year,Public 2-year,0,.7087,0,0,15600,961,.5804,.1193,.2359,.0124,.0186,.0097,.0239,0,0
5617,Two-year,Public 2-year,0,.56650001,0,0,13100,1711,.3911,.5587,.0286,.0031,.0031,0,.005,.0068,.0037
5618,Two-year,Public 2-year,0,.41010001,1.04543877248909,0,14600,2852,.3603,.473,.0823,.0242,.0047,.0024,.0407,.0121,.0003
5619,Two-year,Public 2-year,0,.3098,.90031905101648,0,12500,1812,.8205,.0652,.0638,.0066,.0057,.0009,.0208,.0024,.0142
5620,Two-year,Public 2-year,0,.228,0,0,15500,6551,.4894999999999999,.2931,.1371,.0252,.0041,.0012,.0287,.0155,.0057
5621,Two-year,Public 2-year,0,.4005,1.08656314047899,.0145152,14800,3361,.4466,.4559,.0596,.0113,.0024,.0003,.0171,.0042,.0026
5622,Two-year,Public 2-year,0,.4887,1.06988145338069,.0646763,14400,2427,.0913,.8005,.031,.0297,.0026,.0013,.0207,.0121,.0108
5624,Two-year,Public 2-year,0,.22570001,1.07243065538666,0,14300,2408,.3998,.4593,.0585,.0131,.0069,.0058,.0334,.0044,.0189
5655,Two-year,Public 2-year,0,.84820002,0,0,11300,907,.3156,.0498,.3754,.1628,0,.0022,.0089,0,.0853
5691,Two-year,Public 2-year,1,.2237,0,0,15000,3430,.5503,.3748,.0016,.0065,.0034,.001,.024,.0047,.0337
5692,Two-year,Public 2-year,0,.45159999,0,0,12500,320,.3985,.5747,.0038,.0038,.0077,0,.0115,0,0
5697,Two-year,Public 2-year,0,.26570001,1.03627339969571,.045333002,13600,2237,.7618,.1166,.0676,.0054,.0097,.0015,.0023,.0116,.0236
5699,Two-year,Public 2-year,0,.27860001,0,0,13300,1294,.2065,.75,.0063,.0063,.0027,0,.0091,.0145,.0045
5707,Two-year,Public 2-year,0,.153,1.09603363319139,.098767497,14400,825,.3706,.585,.0211,.0116,.0042,0,.0074,0,0
5732,Two-year,Public 2-year,0,.34760001,.86192970051412,0,13300,981,.596,.3054,.0713,.0097,.0058,.0019,.0097,0,0
5733,Two-year,Public 2-year,0,.2174,0,0,14900,2716,.7869000000000002,.1657,.0212,.0042,.0021,.0004,.0138,0,.0057
5734,Two-year,Public 2-year,1,.2782,0,0,13900,1419,.3006,.6567,.0243,.0096,.0013,.0006,.0026,.0006,.0038
5752,Four-year,Public 4-year,0,.4145,1.10323742274521,.02746,17300,3963,.4845,.1169,.1179,.0709,.0095,.0135,.1174,.0135,.0559
5753,Two-year,Public 2-year,0,.25690001,1.15827813347189,.059665602,16800,6140,.6968,.128,.0988,.0103,.0036,.0014,.0358,.0079,.0174
5754,Two-year,Public 2-year,0,.25740001,1.07605404621491,0,13300,4144,.5883,.2016,.1152,.0153,.0042,.0011,.0319,.0236,.0188
5757,Two-year,Public 2-year,0,.33140001,1.00581321565927,.035333999,22600,3122,.8300999999999999,.0348,.0268,.0159,.0177,.0009,.0473,.0152,.0113
5759,Two-year,Public 2-year,0,.42469999,.93134114899884,.046893202,19900,581,.787,.0293,.0324,.0062,.0849,0,.0509,0,.0093
5760,Two-year,Public 2-year,0,.4237,.96223895425564,.050076,18500,544,.8769,.0325,.0222,.0017,.0274,.0034,.0137,.0137,.0085
5763,Two-year,Public 2-year,0,.3035,1.06309889797505,.060361601,13100,5662,.4339,.4964,.0352,.009,.0016,.0011,.0156,.0024,.0047
6136,Two-year,For-profit 2-year,0,.77609998,.91273278252896,.038963601,32500,407,.3885,.2331,.277,.0338,.0068,.0068,.0507,0,.0034
6257,Two-year,Nonprofit 2-year,0,.375,.97287471414177,.0223618,26000,150,.8889,.0238,.0317,.0159,.0079,0,.0317,0,0
6273,Four-year,Nonprofit 4-year,0,.4242,.8629432292429901,.047684699,30600,767,.7872999999999999,.0704,.0511,.0304,.0055,.0028,.0249,0,.0276
6322,Two-year,Nonprofit 2-year,0,.5,.90605361484472,.0112827,41500,163,.7459,.1557,.0246,.0123,0,.0041,.0369,0,.0205
6324,Four-year,Nonprofit 4-year,0,0,1.05010359595312,.042670202,33500,726,.5018,.3124,.0959,.0308,.0012,.0012,.0237,.0012,.032
6385,Four-year,For-profit 4-year,0,.34577009,.9441071004726903,.023794327,37100,27084,.5241419487133264,.1757023435035378,.1329067871467844,.0754809815674433,.0026430799044572,.0033251160484925,.0114576997611429,.0034867637117491,.0709144531073956
6399,Four-year,Nonprofit 4-year,0,.69440001,.72616489821813,.016380001,40500,588,.8887,.0194,.0159,.0353,0,0,.0406,0,0
6404,Four-year,Nonprofit 4-year,0,.63330001,.81000329606086,.024515999,31400,1043,.8270999999999999,.0374,.0568,.0245,.0026,.0013,.0258,.0013,.0232
6421,Two-year,Nonprofit 2-year,0,1,.87244642471233,.016508996,44500,227,.3074733637747336,.3256949771689498,.2131337899543379,.0806931506849315,.0045566210045662,.0060802130898021,.0411036529680365,0,.0213535768645358
6445,Two-year,Nonprofit 2-year,0,.54549998,.82761181238329,.0053094998,33500,163,.6842,.0324,.0162,.0324,0,0,.0324,0,.2024
6467,Two-year,Nonprofit 2-year,0,.5,.8234115147002899,.0061344001,40800,237,.7264,.0597,.0063,.0346,.0031,0,.0283,0,.1415
6477,Four-year,Nonprofit 4-year,0,.6875,.88564698271708,.0165875,32700,367,.8333,.0859,.0455,.0101,0,.0051,.0202,0,0
6487,Four-year,Nonprofit 4-year,0,1,1.04132033846079,.055631999,41100,251,.8905999999999998,.0456,.0182,.0061,.0122,0,.0243,0,.003
6489,Four-year,Nonprofit 4-year,0,.4483,.88585172986111,.0278922,38900,766,.7991,.1127,.0123,.01,.0022,.0011,.0234,0,.0391
6494,Four-year,Nonprofit 4-year,0,1,.90668517678949,.042163201,33500,249,.8120000000000001,.1278,.015,.0169,0,0,.0207,0,.0075
6537,Two-year,For-profit 2-year,0,.80000001,.77497956452338,.0269124,39900,212,.8821,.0094,.0142,.0094,0,.0047,.0236,0,.0566
6551,Two-year,Nonprofit 2-year,0,.25,.86730316911307,.043371301,32800,68,.8333,.0294,0,0,0,0,.0588,0,.0784
6565,Two-year,Nonprofit 2-year,0,.35710001,.82853232066872,.019969201,45300,287,.7538,.0456,.1185,.0213,.0061,0,.0243,0,.0304
6577,Two-year,Nonprofit 2-year,0,.66670001,.91333599697172,.0164956,33000,338,.8250999999999999,.0951,.0114,.019,0,0,.0418,0,.0076
6656,Two-year,Public 2-year,0,.2168,1.04324111068552,.010647,19700,16019,.4954,.0847,.2554,.1077,.0006,.0001,.0284,.0148,.0129
6661,Two-year,Public 2-year,0,.1,0,0,16900,2883,.4977,.1447,.3118,.0064,.0049,.0012,.0308,.0006,.0018
6720,Two-year,Public 2-year,0,.2181,1.10654307297597,.00050319999,16800,3275,.1532,.1775,.2372,.3355,.001,.006,.0591,.0012,.0293
6731,Two-year,Nonprofit 2-year,0,.2333,1.07708931078803,.021193201,28000,450,.3714,.0743,.36,.1886,0,.0057,0,0,0
6750,Four-year,Public 4-year,0,.4386,1.12650203599439,.0102612,19300,32820,.2566,.1716,.3955,.0396,.0032,.0027,.0278,.0466,.0563
6753,Two-year,Public 2-year,0,.3899,.94634157104258,.017445,16900,5336,.7349000000000001,.1218,.0696,.0158,.0027,.0009,.0388,.0123,.0033
6760,Four-year,Public 4-year,0,.17550001,1.05711165535015,.076053597,15800,2468,.8449,.0146,.0223,.0096,.0214,0,.0378,.0065,.043
6768,Two-year,Public 2-year,0,.1419,1.08715383283594,.049514402,15700,3080,.7822,.0567,.0496,.0041,.0111,.0011,.0304,.0433,.0215
6771,Four-year,Nonprofit 4-year,0,.62099999,.92377487636101,.065484896,22800,1282,.549,.0921,.0575,.0531,.0022,.0015,.0398,.0766,.1282
6775,Two-year,Public 2-year,0,.33329999,1.04710292058288,.080177099,16600,216,.535,.1656,.1783,0,.0446,0,.051,.0255,0
6777,Two-year,Public 2-year,0,.33809999,1.00961530154421,.014433,13500,1444,.8179,.0055,.0069,.0069,.0227,.0041,.0392,.0082,.0887
6782,Two-year,Public 2-year,0,.3188,.99839481001555,.039528899,17300,2980,.7312,.0877,.0567,.0081,.0102,.0007,.0423,.0458,.0173
6785,Two-year,Public 2-year,0,.21160001,1.05424251093501,.032926999,17200,2620,.5749,.1845,.096,.0747,.0086,.0067,.0299,.0004,.0243
6787,Two-year,Public 2-year,0,.2938,1.01606646820876,.068070598,18500,798,.7435,.0533,.031,.005,.0087,.005,.0025,.0112,.14
6788,Two-year,Public 2-year,0,.26910001,1.06370194427574,.0850816,16900,3108,.6254,.1382,.1204,.0236,.0014,.001,.0467,.0169,.0265
6789,Two-year,Public 2-year,0,.34599999,.99297084334509,.0216428,18400,940,.7336,.0882,.0972,.0189,.0045,0,.0432,.0009,.0135
6791,Four-year,Public 4-year,0,.62769997,.9235446899527699,.031213701,19100,4248,.5196,.121,.2391,.044,.0005,.0012,.0512,.0191,.0042
6799,Two-year,Public 2-year,0,.29350001,1.10059672859673,0,13600,2156,.5924,.1824,.0879,.035,.0054,.0039,.0478,.0113,.0338
6804,Two-year,Public 2-year,0,.13259999,1.1718611949619,.0294668,17100,4106,.7015,.1772,.0516,.0127,.0038,.0005,.0262,.0016,.0249
6807,Two-year,Public 2-year,0,.2595,.9948565319464699,.048162401,18300,1457,.7938,.0918,.0226,.0061,.0018,.0006,.0416,0,.0416
6810,Two-year,Public 2-year,0,.20990001,.95949556608083,.0406406,19200,4258,.5548,.0824,.2772,.0292,.0066,.0007,.0066,0,.0425
6811,Two-year,Public 2-year,0,.1837,.932548148053,.0459648,17700,3349,.6385999999999999,.0522,.164,.0153,.0034,.0007,.0162,0,.1096
6815,Two-year,Public 2-year,0,.1558,1.08177491371444,.034285501,15000,1725,.4404,.5094,.0137,.0051,.0046,.0006,.0108,0,.0154
6819,Two-year,Public 2-year,0,.3247,1.05142888504727,.017295999,17300,2354,.7365,.0567,.1246,.0181,.0034,.0007,.0399,.0126,.0075
6835,Two-year,Public 2-year,0,.24250001,.89726153528982,.0216216,14900,1741,.7351,.1861,.0287,.0059,.005,.0005,.0257,.0025,.0104
6836,Two-year,Public 2-year,0,.32980001,.8465453484948,0,15100,4558,.7382,.1149,.0873,.0257,.0028,.001,.0286,.0012,.0004
6858,Four-year,Nonprofit 4-year,0,.65549999,.84418519777329,.047837202,23400,789,.8597,.0041,.0082,.0136,.0204,0,.0286,.0014,.064
6865,Two-year,Public 2-year,0,.1875,1.05151423538495,.02279,17500,6874,.4712,.2159,.1876,.0625,.0146,.0018,.0065,.0314,.0084
6867,Two-year,Public 2-year,0,.2271,1.10539721978254,.034750801,17500,19324,.5661,.2076,.0546,.0411,.0033,.0008,.0394,.0226,.0644
6871,Two-year,Public 2-year,0,.19660001,1.13020644226416,.024663599,16300,4962,.4609,.3248,.0969,.0319,.0038,.0035,.062,.0037,.0126
6901,Two-year,Public 2-year,0,.28760001,1.11410148810091,.026262499,18300,5472,.6213,.1274,.0823,.0215,.0022,.0022,.0384,.0057,.099
6911,Two-year,Public 2-year,0,.2182,.99485440887673,.0108284,23900,14047,.2248,.261,.2618,.1158,.0025,.0019,.031,.099,.0021
6931,Two-year,Public 2-year,0,.3132,.99317346140947,.0082216002,17900,5959,.4873,.0686,.3714000000000001,.0327,.0024,.0004,.0275,0,.0096
6938,Two-year,Public 2-year,0,.17399999,1.04909234040039,.054873399,17300,3957,.6057,.0111,.109,.0245,.0116,.0034,.0435,.025,.1662
6941,Four-year,Nonprofit 4-year,0,.2128,1.12904818634402,.1457648,26200,163,.4056999999999999,.2453,.1462,.0142,0,.0047,.1038,.033,.0472
6942,Four-year,Nonprofit 4-year,0,.3933,1.11859794391324,.1026311,21600,1437,.2889,.0947,.4663,.0042,.0196,0,.0309,.0309,.0645
6949,Two-year,Public 2-year,0,.1647,1.08096349765524,.0447978,16300,4985,.6917,.133,.0669,.0196,.0085,.0006,.0484,.0122,.0191
6951,Four-year,Public 4-year,0,.45969999,1.0269668998946,.049192,24000,5419,.5116000000000001,.3272,.0592,.0272,.0019,.0007,.0392,.015,.018
6960,Two-year,Public 2-year,0,.41909999,1.13267714804018,.064883001,14400,2260,.9273,.0205,.0227,.0017,.0013,0,.018,0,.0086
6961,Two-year,Public 2-year,0,.1691,1.14077360473319,.035567999,15400,6376,.5642,.2406,.0957,.0405,.0022,.0016,.0418,.0028,.0106
6962,Two-year,Public 2-year,0,.3529,1.10930633092066,.046799999,12000,1838,.9678,.0081,.0105,.0025,.0012,0,.0087,0,.0012
6973,Two-year,Public 2-year,0,.33970001,1.00422841014758,.0023030001,16400,2971,.2371,.0329,.4483,.1412,.0008,.0125,.0427,.0616,.0228
6977,Four-year,Public 4-year,0,.35710001,1.06002554895746,.0072599999,12300,2180,.6097,.0361,.2064,.018,.0406,.0085,.0225,.0005,.0576
6982,Two-year,Public 2-year,0,.16670001,.94708871937964,.0043432,20700,3746,.4585,.1072,.3106,.033,.0016,.0016,.0467,.0039,.037
7022,Four-year,Public 4-year,0,.48969999,1.03954762803489,.010444,27400,11400,.0524,.2593,.585,.0628,.0016,.0019,.0087,.0282,0
7032,Four-year,Nonprofit 4-year,0,.41999999,.85220798689808,.044953998,25900,1772,.6,.1293,.0543,.0233,.0086,.006,.0284,.0328,.1172
7035,Four-year,Nonprofit 4-year,0,.3457,.96472198545401,.012914,34900,1023,.7984,.0525,.018,.0262,.0016,.0016,.0311,.0098,.0607
7044,Less than two-year,Public less-than-2-year,0,.68660003,0,0,10600,176,.3631,.6071,.0238,0,0,0,.006,0,0
7047,Two-year,Public 2-year,0,.12989999,.90657490352659,.005661,12600,3371,.0191,.4084,.427,.0126,.0016,.0031,.0187,.0094,.1
7050,Two-year,For-profit 2-year,0,.71109998,1.17211131829518,.0422136,7800,313,.0446,.1931,.5891,.0693,.0149,0,.0842,0,.005
7085,Four-year,Nonprofit 4-year,0,.58819997,.90759906913527,.0351918,26700,1800,.8618,.0305,.0263,.0048,.0036,.0018,.0323,.0084,.0305
7096,Two-year,Public 2-year,0,.28,.97988856062117,.0043279999,14900,2621,.4243,.1921,.3368,.0209,.004,.0009,.0083,.0043,.0083
7099,Two-year,Public 2-year,0,.32640001,0,0,13100,1469,.9061,.0272,.0197,.0061,.0027,.0014,.0333,.0007,.0027
7107,Two-year,Public 2-year,0,.1225,0,0,15500,5881,.0806,.4494,.2639,.0298,.0019,.0023,.0097,.1059,.0566
7109,Four-year,Public 4-year,0,.47209999,1.04971854415598,.023429999,26600,4872,.2788,.2891,.2676,.1051,.0043,.0024,.025,.0127,.0151
7110,Two-year,Public 2-year,0,.18279999,1.07237314591784,.035224002,20300,6880,.5331,.2836,.0301,.0467,.0033,.0009,.041,.0111,.0503
7111,Two-year,Public 2-year,0,.30860001,.93511497774157,.050726399,17200,1120,.6469,.0301,.0151,.0032,.0215,.0043,.0151,.0075,.2562
7115,Two-year,Public 2-year,0,.3849,1.01466668271716,.001339,19400,9647,.4747,.02,.3574,.0782,.0021,.002,.0522,.0067,.0068
7118,Two-year,Public 2-year,0,.2757,.97249568732804,.062731497,17400,4942,.5746,.1306,.0942,.0434,.0013,.0011,.0398,.0329,.082
7119,Two-year,Public 2-year,0,.60699999,.95836205334543,0,11900,1896,.9109000000000002,.061,.0147,.0087,.002,.0007,0,.0013,.0007
7120,Two-year,Public 2-year,0,.3057,1.07322736801832,.034004401,19700,14394,.6947,.0764,.0865,.0397,.0039,.0004,.0324,.0076,.0584
7121,Four-year,Nonprofit 4-year,0,.5072,.56592319613766,.0110722,19700,313,.908,.0077,.0077,.0345,.0038,0,.0307,.0077,0
7130,Less than two-year,For-profit less-than-2-year,0,.77999997,.8245021679301,.027316799,11300,125,.3364,.1273,.5273,0,0,0,0,.0091,0
7142,Less than two-year,For-profit less-than-2-year,0,.8125,.8108128188617501,.039725401,8700,63,.2687,.0746,.5224,.0448,0,.0149,.0597,0,.0149
7164,Four-year,For-profit 4-year,0,.1988,1.12333459906757,.091388002,17500,1142,.4121,.1851,.0595,.0065,.013,.0037,.0651,0,.2549
7170,Two-year,Public 2-year,0,.34079999,1.04323903858791,.018942799,15800,4179,.729,.1063,.0381,.0131,.0059,.0011,.0442,0,.0623
7171,Two-year,Public 2-year,0,.1895,.97478660178864,.0378084,13600,833,.9188,.0077,.0251,.0068,.0116,0,.0155,.001,.0135
7187,Less than two-year,For-profit less-than-2-year,0,.5108,1.14325116682693,.086898498,6800,86,.2153,.1388,.4833,.0861,0,0,.0766,0,0
7191,Two-year,Public 2-year,0,.2121,.99961808876872,.036244001,18200,6562,.5487,.1344,.2324,.0232,.0018,.0021,.0317,.0131,.0126
7253,Less than two-year,For-profit less-than-2-year,0,.83539999,.90443936718338,.058417801,12000,365,.4566,.078,.3497,.0607,.0029,0,.0491,0,.0029
7260,Two-year,Public 2-year,0,.33109999,0,0,12800,1575,.9520999999999998,.016,.0086,.0043,.0018,0,.0104,0,.0068
7263,Four-year,Nonprofit 4-year,0,.39129999,.96873435105044,.047147799,23200,458,.6304999999999999,.0803,.1526,.012,.01,0,.0321,.0241,.0582
7265,Two-year,Public 2-year,0,.35440001,.74713409416206,.0152438,16300,1236,.7341,.0815,.0892,.0131,.0038,0,.0553,0,.0231
7266,Two-year,Public 2-year,0,.18449999,1.06668985982983,.017707201,17300,13169,.3659,.0488,.4774,.0282,.0219,.0046,.0265,.0017,.025
7273,Four-year,Public 4-year,0,.68739998,.8429855729444899,.0042772,34800,15330,.2008,.0864,.2613,.3245,.0013,.0013,.0141,.1103,0
7275,Two-year,Public 2-year,0,.13789999,1.08024673718244,.018824,13100,10976,.5301,.2416,.1319,.0211,.0095,.0062,.0502,0,.0094
7279,Four-year,Nonprofit 4-year,0,.47080001,.93298502685516,.0163208,30900,3009,.2509,.0652,.1636,.1516,.0041,.0184,.1864,.1146,.0453
